지역코드,지역명,날짜,평균기온,최저기온,최고기온,강수량,평균습도,일조시간,일사량,전년_평균기온,전년_강수량,전년_일조시간,전년_일사량,전년_평균습도
165,목포,2023-08-26,25.9,22.4,30.2,,78.6,11.1,23.79,24.4,0.0,9.3,23.49,70.3
165,목포,2023-08-27,27.0,22.8,31.2,,77.3,6.4,19.44,23.4,,7.0,20.51,66.1
165,목포,2023-08-28,27.3,25.2,30.4,2.9,83.1,4.0,16.35,22.2,,2.4,14.18,61.9
165,목포,2023-08-29,25.7,23.6,28.3,13.3,91.1,0.5,8.1,23.1,,0.2,9.1,74.5
165,목포,2023-08-30,22.0,20.3,24.0,4.2,89.6,0.0,5.86,25.7,4.3,0.2,10.76,83.3
165,목포,2023-08-31,23.4,20.4,26.5,,80.8,9.0,22.88,22.9,0.2,3.2,14.47,84.3
165,목포,2023-09-01,24.2,21.3,28.7,,80.6,8.0,19.45,22.7,0.0,1.3,8.89,85.0
165,목포,2023-09-02,24.9,22.4,28.1,4.1,88.6,1.2,10.7,23.4,0.0,2.8,12.29,77.3
165,목포,2023-09-03,27.3,24.3,31.2,,80.6,6.5,18.82,24.9,0.3,3.5,16.89,77.0
165,목포,2023-09-04,26.9,24.1,31.2,,81.9,8.7,20.63,25.6,5.8,2.1,12.52,84.4
165,목포,2023-09-05,26.5,23.7,30.2,,82.8,6.5,17.15,24.0,80.9,0.0,2.71,93.9
165,목포,2023-09-06,26.4,23.5,30.8,,79.4,11.9,24.21,21.7,5.8,5.5,17.45,83.0
165,목포,2023-09-07,26.0,22.4,30.3,,70.1,11.9,24.32,21.8,,9.1,21.39,86.0
165,목포,2023-09-08,24.5,20.8,28.5,,66.8,11.6,23.52,22.1,,9.0,20.61,76.1
165,목포,2023-09-09,24.8,20.6,29.1,,75.0,10.9,22.91,23.3,,8.5,21.79,74.6
165,목포,2023-09-10,25.3,22.1,29.6,,76.0,9.1,21.8,22.8,,1.9,12.21,71.0
165,목포,2023-09-11,25.5,21.7,29.9,,72.9,9.9,22.23,23.4,,4.8,16.76,73.6
165,목포,2023-09-12,25.2,22.1,29.1,,71.6,4.5,17.28,22.9,3.1,0.0,5.14,91.1
165,목포,2023-09-13,22.6,20.4,24.5,13.6,86.8,0.0,5.96,23.3,5.7,0.0,6.06,90.9
165,목포,2023-09-14,22.1,20.5,23.8,29.0,94.9,0.0,5.04,25.5,0.3,7.5,16.04,67.1
165,목포,2023-09-15,24.8,21.6,29.0,66.1,90.8,2.6,12.49,26.0,,6.4,17.65,73.0
165,목포,2023-09-16,24.3,22.5,26.9,20.3,95.9,0.1,3.93,26.6,,9.3,20.92,79.0
165,목포,2023-09-17,24.9,22.6,28.5,0.0,87.1,6.1,16.59,26.1,0.0,6.7,18.86,82.6
165,목포,2023-09-18,25.0,22.4,28.5,,83.4,11.4,22.51,25.9,,6.8,19.62,85.9
165,목포,2023-09-19,24.3,22.0,27.9,,81.0,5.9,14.75,23.0,,9.5,20.16,74.3
165,목포,2023-09-20,24.6,22.0,27.4,8.5,89.5,0.0,3.36,20.5,,6.1,15.73,69.9
165,목포,2023-09-21,20.9,19.4,24.1,0.1,87.6,0.0,5.65,20.3,,6.6,15.77,69.0
165,목포,2023-09-22,20.7,17.5,24.7,,79.0,11.4,22.26,20.3,,8.4,19.77,67.4
165,목포,2023-09-23,21.4,18.0,25.1,,68.5,4.3,14.05,19.4,,7.0,18.23,72.6
165,목포,2023-09-24,22.3,17.7,27.4,,62.4,10.0,20.69,18.7,,7.0,20.24,66.9
165,목포,2023-09-25,23.3,19.9,27.5,0.0,71.8,1.3,11.3,19.8,,1.4,11.57,71.0
165,목포,2023-09-26,24.2,22.6,26.4,0.3,83.1,2.7,11.55,19.7,0.0,0.4,8.54,74.0
165,목포,2023-09-27,23.2,22.1,25.7,0.3,85.0,4.3,13.83,20.4,,10.8,20.45,75.3
165,목포,2023-09-28,23.0,21.1,25.9,0.0,82.3,9.0,19.19,20.8,,2.2,10.68,79.4
165,목포,2023-09-29,21.7,18.8,25.5,,76.1,8.4,19.35,19.8,,11.2,20.2,77.8
165,목포,2023-09-30,18.9,15.6,21.3,4.4,83.1,4.9,13.67,20.5,,10.8,20.09,75.5
165,목포,2023-10-01,19.9,16.8,22.6,,65.6,10.5,21.08,21.9,,7.3,14.05,74.5
165,목포,2023-10-02,19.5,15.9,23.8,,60.4,9.0,20.17,23.0,,8.9,17.64,74.4
165,목포,2023-10-03,18.1,16.5,20.0,0.1,72.8,0.2,4.38,25.4,,2.0,11.2,80.9
165,목포,2023-10-04,19.2,15.0,23.3,,72.1,7.7,18.16,19.3,29.4,0.4,6.42,79.8
165,목포,2023-10-05,17.5,16.4,20.3,,55.4,10.4,20.33,16.2,,8.1,18.82,64.3
165,목포,2023-10-06,17.1,14.9,19.7,,54.9,1.2,11.02,17.0,,5.5,13.98,68.6
165,목포,2023-10-07,17.9,15.7,20.7,1.0,64.5,0.2,7.47,15.9,0.0,7.6,17.95,59.3
165,목포,2023-10-08,18.1,15.3,21.9,1.9,75.6,1.1,9.58,16.8,,1.2,10.62,62.8
165,목포,2023-10-09,19.0,16.2,22.5,,72.9,4.1,13.57,15.1,4.7,0.0,3.89,81.8
165,목포,2023-10-10,17.9,15.7,20.7,,73.9,9.0,17.25,13.6,3.8,5.0,12.76,66.5
165,목포,2023-10-11,18.7,14.3,24.1,,72.1,10.1,17.93,14.2,0.4,6.3,15.57,67.3
165,목포,2023-10-12,18.8,14.1,24.1,,70.1,10.2,18.5,14.4,,10.8,19.64,67.9
165,목포,2023-10-13,18.5,15.0,22.1,,71.4,0.7,10.86,16.5,,10.7,19.15,67.4
165,목포,2023-10-14,17.9,14.7,21.8,2.7,78.0,6.5,15.0,17.1,,9.6,18.51,78.1
165,목포,2023-10-15,18.4,16.3,21.6,,68.6,8.8,16.87,17.5,,9.6,17.64,83.5
165,목포,2023-10-16,17.0,14.2,19.2,,64.9,8.4,16.46,17.3,,9.5,16.61,80.9
165,목포,2023-10-17,16.2,13.8,19.7,,66.6,10.6,18.74,14.1,,9.3,18.45,55.4
165,목포,2023-10-18,16.6,10.5,22.1,,73.9,10.5,18.28,11.5,,10.6,19.01,52.4
165,목포,2023-10-19,18.2,14.8,23.0,1.1,82.4,4.3,13.23,12.1,,10.6,18.62,58.8
165,목포,2023-10-20,14.3,12.3,17.1,0.3,63.3,6.3,14.81,13.3,,10.4,18.51,61.6
165,목포,2023-10-21,14.9,11.0,17.9,,57.9,7.7,14.07,16.0,0.0,3.5,11.3,68.3
165,목포,2023-10-22,15.7,11.3,19.6,,67.4,7.6,13.69,16.6,0.0,9.2,15.89,76.4
165,목포,2023-10-23,15.9,11.4,21.2,,73.5,9.9,17.12,14.5,,8.1,15.01,70.9
165,목포,2023-10-24,16.2,11.0,21.1,,70.9,5.1,12.17,12.4,,9.4,17.31,54.1
165,목포,2023-10-25,17.6,12.6,22.7,,77.6,9.8,15.95,11.5,,10.1,16.95,50.5
165,목포,2023-10-26,18.4,15.3,22.8,,86.9,7.7,14.59,13.9,,7.3,14.23,60.6
165,목포,2023-10-27,15.5,13.4,17.3,,68.3,9.4,16.03,14.3,,9.8,16.44,66.4
165,목포,2023-10-28,15.5,11.7,19.5,,79.0,9.7,15.46,13.7,,9.7,15.51,80.4
165,목포,2023-10-29,16.4,11.5,21.5,,79.6,9.8,15.46,14.8,,9.6,15.05,76.3
165,목포,2023-10-30,16.2,11.9,21.1,,81.4,9.9,15.65,15.5,,9.8,15.22,74.3
165,목포,2023-10-31,16.1,11.0,21.3,,82.8,7.8,15.09,15.2,,8.9,14.08,68.4
165,목포,2023-11-01,18.9,15.0,22.9,,86.1,9.5,14.65,14.3,,9.6,14.83,80.8
165,목포,2023-11-02,19.9,17.2,25.3,,83.8,9.7,15.32,12.6,,9.7,15.68,72.8
165,목포,2023-11-03,20.3,16.6,25.0,,81.6,9.1,14.65,11.9,,9.4,14.8,64.4
165,목포,2023-11-04,21.1,17.9,24.8,0.0,82.3,3.2,10.03,9.4,,7.1,14.45,58.0
165,목포,2023-11-05,21.1,19.8,23.0,7.1,85.9,0.1,3.95,9.4,,9.8,15.83,59.8
165,목포,2023-11-06,16.5,12.6,22.5,30.9,71.8,3.1,7.53,10.5,,8.8,14.14,64.9
165,목포,2023-11-07,11.5,8.0,13.6,,65.1,3.9,9.43,11.5,,9.6,14.11,65.0
165,목포,2023-11-08,11.7,5.6,17.6,,59.1,8.4,14.87,12.4,,9.4,13.99,75.5
165,목포,2023-11-09,16.1,10.6,21.2,11.8,76.8,3.7,9.01,12.9,,9.3,13.34,66.9
165,목포,2023-11-10,9.0,5.2,14.1,0.3,61.1,5.5,11.12,15.6,,6.9,12.66,57.6
165,목포,2023-11-11,6.6,2.4,9.0,0.0,64.3,5.2,12.06,17.5,,5.5,11.13,58.9
165,목포,2023-11-12,7.1,5.0,9.1,0.0,59.9,2.9,8.64,19.0,9.7,2.5,9.1,80.4
165,목포,2023-11-13,6.4,2.3,8.4,0.1,66.9,1.5,7.52,11.5,7.4,0.0,2.5,77.8
165,목포,2023-11-14,9.1,7.6,11.3,,65.4,1.7,5.99,10.9,,5.9,11.15,67.4
165,목포,2023-11-15,9.7,6.3,13.9,,71.1,8.2,12.95,10.6,,7.7,12.37,65.3
165,목포,2023-11-16,8.6,6.8,10.3,15.1,84.3,0.0,1.66,11.1,,7.8,12.09,70.3
165,목포,2023-11-17,5.9,2.4,9.4,8.2,83.3,3.0,6.16,11.4,,8.1,12.55,60.4
165,목포,2023-11-18,6.3,1.2,8.5,1.5,69.3,0.1,3.62,12.7,,9.4,13.88,57.5
165,목포,2023-11-19,11.4,8.0,14.9,,72.0,7.1,12.18,14.5,0.0,8.8,13.15,53.3
165,목포,2023-11-20,8.9,6.0,12.4,,67.6,9.5,13.81,13.8,0.1,0.1,4.62,73.1
165,목포,2023-11-21,9.0,3.6,14.4,,74.0,9.5,13.73,12.6,,2.9,8.22,81.8
165,목포,2023-11-22,12.8,6.4,18.6,,81.1,6.6,9.39,12.2,3.1,0.0,2.58,78.8
165,목포,2023-11-23,13.4,7.6,17.8,0.0,83.1,4.5,9.43,11.5,1.4,5.9,9.76,78.3
165,목포,2023-11-24,4.9,3.1,8.2,0.0,60.1,2.3,8.0,10.7,,7.1,11.14,73.6
165,목포,2023-11-25,1.9,-0.3,4.1,,49.6,9.4,13.88,12.2,,7.8,10.31,72.4
165,목포,2023-11-26,4.9,-0.5,10.0,,47.4,5.2,8.78,10.8,,8.4,11.87,72.5
165,목포,2023-11-27,9.8,6.6,13.1,0.7,75.9,0.1,3.3,10.4,,5.8,10.55,48.0
165,목포,2023-11-28,7.0,4.4,9.6,,66.0,7.6,11.38,17.6,4.9,1.1,5.29,81.0
165,목포,2023-11-29,6.0,2.5,9.1,,69.0,1.7,6.33,10.3,5.5,0.1,3.13,74.6
165,목포,2023-11-30,1.5,-0.2,4.9,0.0,71.1,0.9,5.88,0.2,1.0,0.0,2.46,79.1
165,목포,2023-12-01,1.8,-0.1,3.8,2.9,80.8,3.2,6.84,0.0,0.0,6.1,9.82,56.6
165,목포,2023-12-02,5.3,0.3,9.0,,69.3,0.0,2.97,2.9,0.0,9.0,12.64,51.6
165,목포,2023-12-03,6.2,2.8,8.9,,66.9,8.1,11.63,6.4,0.0,0.1,4.19,66.3
165,목포,2023-12-04,5.1,-0.3,8.6,,70.1,7.3,10.59,2.5,,6.0,9.24,51.3
165,목포,2023-12-05,8.7,3.9,14.5,,64.6,6.9,10.93,0.4,,6.5,10.47,55.4
165,목포,2023-12-06,10.0,6.1,15.3,0.0,76.4,0.2,5.69,4.2,0.0,7.7,10.84,53.3
165,목포,2023-12-07,9.4,6.0,13.3,,57.3,8.8,11.73,7.3,,8.8,11.67,57.5
165,목포,2023-12-08,14.4,8.0,19.0,,73.5,8.1,10.93,6.6,,5.7,9.97,69.5
165,목포,2023-12-09,16.0,13.2,19.2,,84.9,2.8,7.81,7.6,0.0,0.0,3.62,64.1
165,목포,2023-12-10,13.6,10.3,18.6,5.3,89.0,0.7,4.78,5.6,0.0,0.0,4.12,68.9
165,목포,2023-12-11,13.5,11.1,14.6,11.0,93.8,0.0,1.45,5.1,,8.3,11.35,59.5
165,목포,2023-12-12,8.5,7.7,11.5,0.0,91.6,0.0,2.03,5.1,0.1,3.3,7.31,67.4
165,목포,2023-12-13,10.9,6.9,14.5,,78.5,2.5,8.54,6.4,0.0,3.7,7.74,52.1
165,목포,2023-12-14,12.3,11.2,13.2,15.8,89.3,0.0,1.66,-1.9,2.4,3.5,8.33,82.6
165,목포,2023-12-15,10.9,6.0,17.0,6.8,94.5,0.0,1.2,2.2,0.2,3.9,8.77,69.0
165,목포,2023-12-16,0.8,-2.3,6.0,5.8,89.3,0.7,4.0,0.4,,3.4,7.8,59.3
165,목포,2023-12-17,-3.5,-5.2,-1.2,0.6,79.8,2.0,7.47,-1.7,6.9,2.2,6.03,72.4
165,목포,2023-12-18,-2.4,-6.2,-0.1,0.0,69.8,0.5,5.63,-3.1,3.3,3.5,7.33,77.9
165,목포,2023-12-19,1.8,-1.8,4.5,,64.9,0.9,5.88,-2.0,3.6,5.6,9.71,82.5
165,목포,2023-12-20,-0.4,-3.6,4.6,0.4,82.6,1.4,6.03,1.6,0.0,8.0,12.04,74.5
165,목포,2023-12-21,-5.2,-7.0,-1.6,10.9,90.3,0.3,3.39,4.0,4.1,0.3,3.78,84.0
165,목포,2023-12-22,-5.6,-8.4,-2.7,3.0,82.3,8.4,12.16,-1.2,1.7,0.2,3.58,80.1
165,목포,2023-12-23,-1.9,-5.8,1.8,0.0,70.3,6.9,10.09,-2.7,0.3,1.8,5.96,79.9
165,목포,2023-12-24,1.1,-0.7,2.7,2.1,81.1,1.4,5.49,-3.3,0.2,3.0,6.94,81.0
165,목포,2023-12-25,2.7,0.9,4.1,,64.0,2.5,7.68,-0.7,,5.6,9.74,77.3
165,목포,2023-12-26,3.7,-0.5,8.0,,75.8,4.3,8.99,1.0,,4.9,8.62,81.1
165,목포,2023-12-27,5.1,2.2,9.1,,77.9,7.8,10.33,1.4,,8.9,11.62,75.9
165,목포,2023-12-28,4.0,1.5,7.1,,84.0,5.0,8.42,1.1,,6.7,9.43,75.3
165,목포,2023-12-29,3.9,1.0,7.2,,77.1,6.9,9.79,1.0,,6.0,9.72,70.1
165,목포,2023-12-30,5.2,0.7,8.9,1.3,83.4,0.7,4.69,2.1,,7.8,11.03,68.8
165,목포,2023-12-31,6.7,5.1,9.4,0.1,76.0,0.0,1.45,2.1,,8.5,11.55,69.8
165,목포,2024-01-01,5.6,2.9,9.5,,69.5,6.3,9.5,2.7,,7.8,9.58,69.0
165,목포,2024-01-02,5.4,3.6,7.4,,76.6,0.0,4.11,0.7,,8.4,11.91,60.0
165,목포,2024-01-03,4.9,3.2,7.5,4.2,76.6,3.7,8.77,0.9,,6.5,10.46,68.0
165,목포,2024-01-04,4.6,0.4,8.7,,71.6,7.6,10.97,1.6,,6.2,9.91,65.0
165,목포,2024-01-05,7.8,4.0,12.2,,75.5,5.3,9.67,4.0,0.0,4.2,7.63,75.8
165,목포,2024-01-06,4.0,2.3,6.2,0.0,76.9,8.6,11.2,5.4,1.6,6.8,9.67,75.6
165,목포,2024-01-07,1.6,-0.4,4.1,0.0,68.5,5.0,9.89,4.7,,7.0,10.29,64.0
165,목포,2024-01-08,-0.4,-3.6,2.3,,66.3,8.3,12.62,4.6,,8.3,10.66,71.9
165,목포,2024-01-09,2.8,-1.3,5.9,2.6,78.4,0.1,3.57,4.8,,2.3,6.12,75.6
165,목포,2024-01-10,2.3,-0.3,4.3,0.0,75.8,8.1,11.54,2.4,,8.4,12.14,68.0
165,목포,2024-01-11,3.4,-1.9,7.2,,72.8,4.5,10.65,5.4,,8.9,11.77,72.5
165,목포,2024-01-12,5.2,1.2,8.0,,74.1,8.4,11.59,10.2,0.5,5.0,9.24,75.6
165,목포,2024-01-13,2.7,0.3,6.2,,64.5,9.2,12.63,12.3,31.1,0.0,1.99,97.9
165,목포,2024-01-14,5.5,0.1,14.0,0.0,78.6,5.9,9.83,6.1,,0.0,1.97,95.5
165,목포,2024-01-15,1.3,-0.7,2.9,,67.0,9.4,13.75,1.8,0.1,0.0,2.16,73.0
165,목포,2024-01-16,1.9,-1.7,4.9,,59.1,5.6,10.4,-0.3,0.0,1.5,7.13,62.5
165,목포,2024-01-17,7.9,3.1,11.3,0.0,74.4,0.0,2.99,0.0,,7.0,11.84,64.8
165,목포,2024-01-18,7.2,5.2,13.2,5.6,93.5,0.0,1.76,1.6,,7.4,11.23,71.6
165,목포,2024-01-19,6.8,5.3,7.4,2.2,86.5,0.0,2.18,3.0,,5.7,11.78,66.9
165,목포,2024-01-20,6.5,5.3,7.6,33.5,91.6,0.0,1.52,1.3,0.0,5.3,10.17,62.8
165,목포,2024-01-21,4.6,2.0,6.8,0.2,86.8,1.4,6.16,-0.9,,9.2,13.85,59.5
165,목포,2024-01-22,-2.1,-4.4,2.0,0.2,76.4,2.6,8.31,2.7,,0.2,3.21,46.9
165,목포,2024-01-23,-3.9,-4.9,-2.3,3.4,88.4,1.8,7.04,2.6,,6.3,11.38,66.9
165,목포,2024-01-24,-1.5,-3.9,-0.3,0.5,76.8,,,-6.5,0.7,1.0,5.51,84.0
165,목포,2024-01-25,-0.5,-3.0,1.3,,70.1,6.9,12.82,-7.9,0.1,9.4,14.84,63.3
165,목포,2024-01-26,1.8,-0.4,5.3,,73.3,5.6,11.87,-2.0,0.0,0.3,4.58,76.0
165,목포,2024-01-27,2.3,0.1,5.8,,75.0,7.2,11.71,-2.9,1.1,1.8,7.76,81.4
165,목포,2024-01-28,2.4,0.2,5.8,0.0,64.6,7.9,13.15,-1.6,0.0,7.2,11.86,69.4
165,목포,2024-01-29,1.5,-1.4,4.9,,67.0,9.4,14.56,3.2,,7.9,14.17,62.3
165,목포,2024-01-30,4.2,-1.8,9.5,0.2,65.5,4.9,10.46,1.7,,9.5,15.01,56.5
165,목포,2024-01-31,6.9,4.9,12.5,3.3,85.4,5.1,11.39,4.4,,8.9,14.24,65.5
165,목포,2024-02-01,4.5,3.2,5.7,0.9,83.1,0.0,4.04,3.9,,5.3,10.8,72.5
165,목포,2024-02-02,3.2,1.9,6.4,0.1,78.1,4.1,11.0,-0.2,,7.1,13.69,59.8
165,목포,2024-02-03,4.1,1.6,7.3,3.4,91.9,0.0,3.62,0.2,,7.9,13.81,64.0
165,목포,2024-02-04,6.9,4.6,10.0,8.1,88.8,0.2,5.71,1.2,,9.5,14.88,68.8
165,목포,2024-02-05,5.8,4.9,7.0,9.6,94.1,0.1,3.34,2.0,,9.7,15.56,64.6
165,목포,2024-02-06,4.2,2.8,6.0,0.1,83.1,4.0,8.16,3.3,,4.3,10.46,61.8
165,목포,2024-02-07,2.0,0.2,4.5,,67.9,3.8,11.17,3.8,,8.7,14.71,75.4
165,목포,2024-02-08,1.3,-1.3,4.3,,72.8,9.1,14.07,3.1,,9.1,14.65,74.8
165,목포,2024-02-09,2.5,-0.7,5.9,,69.9,5.7,11.65,5.0,11.3,0.9,6.24,65.3
165,목포,2024-02-10,3.9,-0.1,8.5,,75.6,7.4,12.55,3.9,9.3,3.6,9.81,87.6
165,목포,2024-02-11,3.8,-0.1,7.6,,77.0,7.0,13.42,3.6,,0.8,6.5,85.5
165,목포,2024-02-12,6.4,0.6,11.8,,69.3,9.8,16.14,5.3,0.7,0.5,5.02,82.3
165,목포,2024-02-13,11.3,5.5,17.0,,70.9,8.5,15.77,5.0,,1.6,8.66,82.8
165,목포,2024-02-14,13.9,11.8,16.6,10.0,87.4,1.4,6.87,2.0,,9.0,16.34,68.9
165,목포,2024-02-15,6.1,2.0,12.6,0.0,80.4,0.6,2.93,2.1,,0.0,5.64,66.8
165,목포,2024-02-16,3.5,-0.1,9.0,,65.9,9.9,17.09,3.4,0.0,3.3,10.84,75.4
165,목포,2024-02-17,7.5,0.1,13.8,,72.3,10.2,17.94,4.3,,1.1,7.18,65.9
165,목포,2024-02-18,12.6,7.2,17.7,27.3,85.9,0.0,3.44,8.4,0.4,0.0,1.74,78.8
165,목포,2024-02-19,10.4,4.6,18.1,2.4,95.0,0.0,1.86,4.2,1.9,3.1,8.43,77.6
165,목포,2024-02-20,5.9,4.2,8.1,8.9,95.3,0.0,1.49,2.0,,8.4,16.45,64.4
165,목포,2024-02-21,7.6,6.3,8.8,18.2,95.5,0.0,1.75,-0.4,,10.4,18.43,55.4
165,목포,2024-02-22,5.4,4.7,6.3,5.2,97.1,0.0,2.49,2.2,2.7,7.0,15.58,64.9
165,목포,2024-02-23,4.5,3.5,5.3,4.5,90.8,0.0,3.68,3.1,0.5,9.2,17.6,77.4
165,목포,2024-02-24,4.0,2.1,7.4,6.7,80.6,0.0,5.39,4.2,,8.8,16.26,70.5
165,목포,2024-02-25,4.0,2.7,6.6,0.1,87.6,0.0,7.02,1.7,,9.0,18.7,54.6
165,목포,2024-02-26,4.2,2.0,7.4,,77.6,8.7,17.92,2.2,,10.7,19.82,55.4
165,목포,2024-02-27,7.1,2.8,12.5,,58.6,5.6,14.75,4.2,,10.8,19.87,58.9
165,목포,2024-02-28,8.1,4.4,14.6,,60.1,7.7,17.37,7.7,,10.5,19.21,71.0
165,목포,2024-02-29,6.0,3.8,7.8,3.0,80.0,0.0,3.66,7.7,,10.5,19.21,71.0
165,목포,2024-03-01,-0.5,-3.3,3.8,0.0,64.8,5.4,14.48,7.1,0.0,3.1,10.87,70.8
165,목포,2024-03-02,1.8,-4.5,5.8,0.2,67.6,10.2,19.76,3.0,,10.7,20.18,52.0
165,목포,2024-03-03,7.3,4.6,10.6,0.3,71.5,4.3,11.08,4.3,,10.0,19.34,61.3
165,목포,2024-03-04,8.6,4.0,12.3,0.0,70.4,3.0,10.52,6.4,,10.0,17.54,70.1
165,목포,2024-03-05,6.8,6.1,8.6,7.4,95.0,0.0,1.52,8.1,,10.4,19.05,64.9
165,목포,2024-03-06,7.4,4.9,11.4,0.0,81.3,9.7,18.68,9.3,,10.5,19.67,70.0
165,목포,2024-03-07,4.3,2.3,7.1,,67.9,7.3,15.83,12.6,,9.7,17.63,69.9
165,목포,2024-03-08,4.9,2.7,7.6,,56.6,8.6,19.6,13.8,,8.5,16.81,71.5
165,목포,2024-03-09,3.3,1.2,6.1,,59.0,10.6,21.36,12.0,,6.0,15.25,84.6
165,목포,2024-03-10,5.0,0.0,10.1,,60.3,10.9,21.68,12.4,,9.9,18.19,67.8
165,목포,2024-03-11,7.1,1.8,12.0,0.0,71.4,2.1,7.43,15.2,,6.9,14.8,55.9
165,목포,2024-03-12,5.6,3.9,7.7,1.0,85.3,0.5,5.31,7.7,8.3,0.0,3.32,77.8
165,목포,2024-03-13,6.6,2.9,10.5,,65.9,10.4,22.02,4.8,,10.8,21.99,46.0
165,목포,2024-03-14,7.1,2.3,12.6,,72.1,8.1,17.12,8.5,,11.2,22.49,61.4
165,목포,2024-03-15,8.5,2.3,15.2,,68.8,11.1,22.46,12.4,,8.8,19.65,67.1
165,목포,2024-03-16,10.4,3.8,19.0,0.0,59.9,6.9,17.45,6.6,,9.7,21.34,44.4
165,목포,2024-03-17,8.0,5.2,10.3,,77.0,3.7,12.4,6.9,0.0,0.0,4.95,54.6
165,목포,2024-03-18,7.4,3.0,13.4,,57.6,9.6,21.41,7.5,,9.1,21.32,61.9
165,목포,2024-03-19,8.2,5.0,13.2,0.0,61.5,7.5,18.29,7.3,,10.3,21.23,72.9
165,목포,2024-03-20,5.4,3.6,7.9,,57.6,6.4,16.1,9.1,,9.0,20.01,68.3
165,목포,2024-03-21,5.8,2.0,9.7,,60.8,11.3,23.65,14.1,,6.7,17.9,52.9
165,목포,2024-03-22,12.0,4.8,16.7,0.3,70.4,5.6,14.12,14.5,1.2,0.1,7.27,81.6
165,목포,2024-03-23,13.7,10.3,19.3,1.8,80.0,7.4,19.25,10.0,13.1,0.1,7.44,85.4
165,목포,2024-03-24,12.3,10.5,13.6,2.6,83.9,0.0,3.52,7.5,,0.4,7.73,69.3
165,목포,2024-03-25,11.3,9.6,13.3,24.6,86.0,0.0,2.99,8.6,0.0,0.0,7.16,78.6
165,목포,2024-03-26,7.8,6.2,9.6,18.8,91.1,0.9,8.42,7.9,0.0,9.7,22.24,60.8
165,목포,2024-03-27,10.0,4.9,14.9,,79.1,4.0,15.61,7.2,,11.3,24.54,49.1
165,목포,2024-03-28,10.3,8.7,11.3,16.3,94.5,0.0,1.94,9.4,,6.7,17.14,50.1
165,목포,2024-03-29,10.9,7.5,15.8,,87.3,4.0,15.56,9.8,,11.4,23.61,80.0
165,목포,2024-03-30,12.3,5.4,20.3,,78.9,9.7,20.82,10.9,,5.7,15.61,70.4
165,목포,2024-03-31,10.8,6.0,17.3,,69.8,7.8,16.95,12.5,,10.4,23.96,57.6
165,목포,2024-04-01,12.8,6.2,19.8,,62.8,11.6,24.65,14.5,,11.4,22.14,45.5
165,목포,2024-04-02,15.0,10.5,21.1,25.8,75.1,2.0,12.07,14.3,,11.5,23.69,50.1
165,목포,2024-04-03,13.6,11.6,14.8,27.3,97.5,0.0,2.53,15.6,,11.5,24.42,45.9
165,목포,2024-04-04,11.6,9.6,14.2,0.1,91.4,0.0,4.92,15.2,7.9,0.7,7.3,72.3
165,목포,2024-04-05,12.4,8.9,17.4,,83.9,9.6,23.3,12.6,52.7,0.0,2.59,91.3
165,목포,2024-04-06,11.3,8.1,15.9,,78.8,4.7,12.58,9.0,7.1,0.0,3.36,91.3
165,목포,2024-04-07,13.5,7.6,20.1,,65.5,9.6,20.66,8.7,0.0,5.9,20.41,80.6
165,목포,2024-04-08,13.1,9.7,18.3,,68.1,0.5,9.33,8.8,,11.1,24.81,66.0
165,목포,2024-04-09,12.8,9.3,17.4,,78.4,11.5,24.76,10.5,,11.7,26.55,60.9
165,목포,2024-04-10,13.8,9.7,19.1,,67.6,10.8,23.58,12.7,,11.3,24.82,63.6
165,목포,2024-04-11,15.5,11.9,19.8,,71.1,4.1,15.43,15.4,,1.1,10.62,78.3
165,목포,2024-04-12,16.1,11.5,22.0,,76.1,9.5,22.41,11.1,,11.4,26.69,43.8
165,목포,2024-04-13,16.6,11.4,22.9,,75.6,12.2,25.56,13.4,,10.4,24.85,37.3
165,목포,2024-04-14,19.0,13.0,24.0,,63.8,8.8,20.71,13.5,12.3,0.0,4.53,86.0
165,목포,2024-04-15,15.6,11.7,19.7,2.1,90.0,0.0,5.04,12.7,1.7,3.8,17.01,88.3
165,목포,2024-04-16,12.7,10.0,17.0,,92.4,3.4,13.86,10.8,0.0,7.3,20.6,80.6
165,목포,2024-04-17,13.3,8.4,19.2,,77.0,7.5,20.18,14.2,,11.4,25.5,61.3
165,목포,2024-04-18,14.6,9.9,19.2,,69.6,12.0,26.6,17.5,0.2,0.0,5.16,85.0
165,목포,2024-04-19,17.5,10.8,23.5,,56.3,11.1,23.56,19.0,0.3,4.8,14.13,85.0
165,목포,2024-04-20,15.4,13.6,17.8,10.2,86.0,0.0,4.56,17.6,,11.8,25.77,84.9
165,목포,2024-04-21,14.5,13.1,15.6,1.5,98.3,0.0,3.3,13.9,,8.0,21.28,78.8
165,목포,2024-04-22,15.9,14.8,18.3,2.7,95.8,0.1,6.81,15.1,,8.5,21.8,52.3
165,목포,2024-04-23,14.8,12.4,18.7,2.7,81.6,3.6,12.97,14.3,,0.0,9.66,50.0
165,목포,2024-04-24,13.4,10.9,15.6,0.2,84.3,6.5,19.91,13.5,0.2,0.0,9.26,59.9
165,목포,2024-04-25,14.4,10.5,19.9,,79.8,11.9,28.54,10.6,2.0,0.0,3.7,80.1
165,목포,2024-04-26,15.4,11.9,20.7,,78.9,7.6,21.22,9.9,,8.9,24.43,73.5
