지역코드,지역명,날짜,평균기온,최저기온,최고기온,강수량,평균습도,일조시간,일사량,전년_평균기온,전년_강수량,전년_일조시간,전년_일사량,전년_평균습도
100,대관령,2018-01-01,-6.6,-11.8,-3.0,,39.3,8.8,10.64,-1.3,,8.6,9.8,74.3
100,대관령,2018-01-02,-5.2,-9.9,-1.6,,45.1,8.8,9.68,1.1,,8.2,8.46,75.4
100,대관령,2018-01-03,-9.7,-16.8,-3.2,,54.5,8.8,10.78,-0.6,,8.9,10.32,56.0
100,대관령,2018-01-04,-9.0,-18.5,-1.3,,71.5,6.8,8.22,-1.2,,8.9,9.79,68.4
100,대관령,2018-01-05,-6.9,-12.1,-0.6,,66.6,8.2,9.14,-3.2,2.9,2.4,1.59,92.9
100,대관령,2018-01-06,-7.4,-12.3,-0.6,,57.6,9.0,10.77,-1.1,,8.2,10.18,86.5
100,대관령,2018-01-07,-5.6,-16.0,3.6,,49.9,6.2,7.82,-1.4,,9.0,9.05,79.1
100,대관령,2018-01-08,-2.2,-5.0,1.0,0.0,71.9,4.4,5.87,1.1,0.2,0.8,4.19,93.0
100,대관령,2018-01-09,-9.2,-11.1,-4.9,,61.6,8.5,10.17,-1.1,0.7,8.2,10.28,73.5
100,대관령,2018-01-10,-12.2,-16.5,-9.8,,50.5,9.0,8.85,-6.6,,9.1,10.7,53.5
100,대관령,2018-01-11,-15.9,-18.1,-11.9,,58.9,9.0,11.26,-8.5,,9.2,11.26,40.3
100,대관령,2018-01-12,-15.6,-20.9,-10.5,,51.6,9.2,11.94,-5.9,,9.3,10.81,47.8
100,대관령,2018-01-13,-10.0,-15.3,-3.6,,67.9,9.0,10.08,-10.4,,8.5,8.59,59.4
100,대관령,2018-01-14,-5.3,-16.8,1.2,,65.4,8.9,11.55,-13.4,,9.4,11.56,46.8
100,대관령,2018-01-15,0.6,-2.7,3.9,0.1,65.0,7.3,8.76,-11.7,,9.4,11.73,48.1
100,대관령,2018-01-16,0.4,-2.8,3.7,,62.3,5.1,6.5,-10.3,,9.2,9.79,71.9
100,대관령,2018-01-17,0.5,-0.5,2.7,1.7,85.4,1.1,2.73,-7.7,,9.3,10.75,50.6
100,대관령,2018-01-18,-1.4,-4.8,1.4,,57.8,3.9,5.91,-4.7,,8.6,9.97,66.4
100,대관령,2018-01-19,-3.4,-8.0,1.8,,43.0,9.3,11.38,-4.9,,8.8,11.31,62.1
100,대관령,2018-01-20,-3.6,-8.3,-0.2,0.0,70.5,3.8,4.48,-7.7,10.1,2.0,3.15,82.3
100,대관령,2018-01-21,-5.8,-13.0,2.0,,60.9,8.6,10.8,-9.4,0.0,8.0,11.99,79.6
100,대관령,2018-01-22,-4.4,-8.8,0.8,2.5,74.3,3.6,6.12,-11.7,0.1,9.5,12.38,59.9
100,대관령,2018-01-23,-15.3,-19.6,-5.5,0.0,52.8,9.6,12.92,-14.0,,9.6,12.96,64.1
100,대관령,2018-01-24,-19.0,-21.9,-15.2,,38.6,9.7,13.14,-12.3,,9.7,13.05,57.3
100,대관령,2018-01-25,-18.1,-23.0,-11.0,,48.0,9.3,12.61,-11.8,,9.7,13.67,56.4
100,대관령,2018-01-26,-19.4,-23.2,-13.1,,50.6,9.7,13.28,-7.7,,7.5,11.3,55.6
100,대관령,2018-01-27,-12.4,-24.4,-0.7,,42.6,9.7,13.46,-4.9,1.7,9.4,13.01,60.6
100,대관령,2018-01-28,-9.6,-13.4,-5.4,,38.1,8.4,11.62,-5.7,,8.5,12.15,54.8
100,대관령,2018-01-29,-13.6,-16.0,-9.6,,38.4,9.7,13.44,-1.1,5.5,2.4,1.93,66.5
100,대관령,2018-01-30,-10.5,-17.4,-5.3,0.0,56.9,9.2,13.2,-6.1,1.1,4.4,6.7,82.0
100,대관령,2018-01-31,-6.7,-8.4,-4.5,0.0,56.0,5.7,7.53,-8.7,,7.1,7.49,60.3
100,대관령,2018-02-01,-9.9,-18.6,0.2,,63.8,9.9,13.83,-7.3,,9.1,13.43,55.8
100,대관령,2018-02-02,-10.2,-18.8,0.1,0.0,75.6,6.9,10.1,-6.8,,9.9,14.61,48.9
100,대관령,2018-02-03,-11.6,-15.5,-8.2,0.0,61.1,9.4,13.15,-4.0,,9.8,14.88,66.6
100,대관령,2018-02-04,-14.7,-17.7,-10.6,,51.5,9.2,13.36,-2.0,,5.9,10.45,50.5
100,대관령,2018-02-05,-14.8,-19.3,-10.4,,43.4,10.0,14.39,-1.6,,4.5,7.91,75.0
100,대관령,2018-02-06,-15.9,-19.1,-11.0,,49.6,10.0,14.35,-5.7,,9.8,14.02,65.6
100,대관령,2018-02-07,-14.1,-23.4,-5.9,,47.4,10.1,14.92,-7.6,,5.5,8.93,69.5
100,대관령,2018-02-08,-8.9,-17.8,-2.6,,37.0,9.8,13.52,-6.2,,3.9,7.98,59.3
100,대관령,2018-02-09,-3.4,-10.4,1.7,,57.1,6.8,10.27,-9.1,,6.9,10.36,64.9
100,대관령,2018-02-10,-4.2,-12.0,0.3,,52.8,7.2,10.34,-11.7,,9.7,14.9,61.8
100,대관령,2018-02-11,-12.0,-14.4,-9.0,0.0,47.3,8.1,13.05,-10.6,,10.1,15.37,59.9
100,대관령,2018-02-12,-11.8,-15.7,-7.5,,47.4,9.9,15.08,-6.7,,10.2,15.7,57.0
100,대관령,2018-02-13,-7.3,-13.1,-3.3,0.0,61.4,9.6,14.66,-5.4,,9.7,15.71,62.8
100,대관령,2018-02-14,-0.5,-4.2,3.5,,57.1,4.5,5.32,-5.1,,10.1,15.1,59.4
100,대관령,2018-02-15,-3.3,-9.5,1.9,,40.0,9.5,14.33,-1.8,,9.5,14.07,47.1
100,대관령,2018-02-16,-4.5,-11.2,0.9,,36.4,10.1,14.36,3.7,,10.1,15.78,50.6
100,대관령,2018-02-17,-6.7,-10.4,-1.8,,29.8,10.0,15.88,1.5,2.8,9.1,14.88,61.0
100,대관령,2018-02-18,-3.8,-11.4,4.0,,32.8,8.8,12.97,-6.1,,9.4,14.31,54.3
100,대관령,2018-02-19,-2.4,-9.4,3.4,,45.9,7.5,11.59,-2.6,,5.4,10.03,67.6
100,대관령,2018-02-20,-3.3,-10.3,2.8,,40.3,8.3,13.22,-2.2,0.0,10.0,16.35,68.4
100,대관령,2018-02-21,-6.1,-14.3,1.0,,34.4,10.3,14.72,-5.1,,10.3,17.06,67.0
100,대관령,2018-02-22,-4.5,-11.4,0.4,0.0,55.3,8.8,14.66,-0.5,4.4,1.6,4.19,76.0
100,대관령,2018-02-23,-1.0,-5.7,2.3,0.3,70.0,8.8,14.31,-3.9,,8.8,12.69,72.0
100,대관령,2018-02-24,-2.9,-5.0,1.2,0.0,81.3,6.0,9.52,-5.6,,10.6,17.87,61.6
100,대관령,2018-02-25,-2.3,-8.5,5.3,,62.3,8.9,14.71,-2.5,,10.3,17.54,58.5
100,대관령,2018-02-26,-3.9,-10.9,3.2,,77.0,10.4,16.84,-3.1,,10.6,17.45,72.5
100,대관령,2018-02-27,0.8,-7.7,3.6,,63.4,4.0,6.04,-2.6,,10.5,15.49,75.0
100,대관령,2018-02-28,-0.1,-1.4,1.2,42.9,94.6,0.5,1.36,1.3,,10.5,17.26,47.8
100,대관령,2018-03-01,-3.9,-9.0,-0.4,1.4,73.8,8.9,17.26,1.2,1.5,2.0,7.88,68.5
100,대관령,2018-03-02,-5.0,-16.8,1.6,,51.4,10.9,18.98,-1.5,4.6,3.0,4.94,87.0
100,대관령,2018-03-03,3.3,-6.5,9.2,,44.6,10.7,18.07,-1.6,,10.8,18.53,61.0
100,대관령,2018-03-04,5.0,-0.2,9.9,9.4,89.6,2.6,5.49,0.1,,10.3,17.61,68.0
100,대관령,2018-03-05,-5.0,-11.6,-0.2,17.4,93.3,2.4,5.73,1.5,0.0,7.1,12.42,63.9
100,대관령,2018-03-06,-6.0,-17.1,1.1,,88.5,7.2,14.92,-3.3,0.5,10.9,17.37,54.3
100,대관령,2018-03-07,-1.4,-7.3,2.2,2.8,86.0,4.0,10.7,-6.1,,10.8,19.46,42.3
100,대관령,2018-03-08,-1.8,-3.0,0.3,9.0,90.8,1.4,2.82,-5.6,,10.3,17.6,61.8
100,대관령,2018-03-09,-3.8,-6.6,-1.4,0.5,92.9,2.3,6.09,-1.8,,9.4,16.35,54.1
100,대관령,2018-03-10,0.1,-5.7,4.3,,63.0,10.6,19.27,-0.2,,11.0,19.33,41.9
100,대관령,2018-03-11,1.6,-5.1,6.8,,53.9,11.0,19.28,2.4,,10.9,19.2,41.6
100,대관령,2018-03-12,4.1,-5.6,10.9,,50.9,10.4,17.37,4.9,,3.8,10.35,46.6
100,대관령,2018-03-13,8.5,4.3,12.5,,56.6,9.8,18.35,1.3,,10.7,18.7,71.8
100,대관령,2018-03-14,11.7,7.8,15.7,,64.9,10.8,18.57,-3.6,0.4,2.6,6.85,85.8
100,대관령,2018-03-15,7.1,-2.3,12.2,6.6,87.6,1.1,2.22,-3.0,,11.0,18.19,76.8
100,대관령,2018-03-16,-5.7,-11.5,-2.2,3.5,92.9,2.4,5.19,-0.9,,10.5,19.27,68.6
100,대관령,2018-03-17,-0.9,-14.7,9.4,,58.6,9.7,18.59,0.8,,11.3,19.95,60.1
100,대관령,2018-03-18,4.3,1.0,8.9,0.0,51.8,3.5,8.75,4.2,,7.8,14.78,45.1
100,대관령,2018-03-19,0.3,-2.2,3.8,14.8,91.5,1.0,2.31,2.9,,11.1,20.36,53.3
100,대관령,2018-03-20,-4.4,-6.0,-2.2,,80.0,3.6,5.6,4.1,,3.6,9.91,45.4
100,대관령,2018-03-21,-4.4,-5.9,-3.3,7.5,94.4,2.3,6.79,-0.4,0.6,2.9,6.7,77.8
100,대관령,2018-03-22,-1.4,-10.0,7.7,,69.1,11.2,22.32,2.3,,10.6,20.82,51.6
100,대관령,2018-03-23,2.2,-7.4,9.1,,57.1,10.8,21.42,0.4,,5.3,9.82,74.4
100,대관령,2018-03-24,4.7,-0.9,9.9,,53.5,10.3,20.0,-0.2,,7.6,14.86,80.5
100,대관령,2018-03-25,7.8,-0.4,13.9,,42.3,11.7,21.98,-0.2,1.7,1.8,7.0,91.6
100,대관령,2018-03-26,9.2,1.5,16.0,,51.9,11.5,21.23,0.4,0.2,3.7,9.72,89.8
100,대관령,2018-03-27,9.9,2.2,15.7,,63.1,11.1,21.12,0.4,1.4,3.7,10.52,82.4
100,대관령,2018-03-28,11.6,7.5,15.2,,53.9,7.6,16.48,1.6,,10.3,19.07,68.6
100,대관령,2018-03-29,6.9,3.1,12.5,,68.8,9.1,17.25,4.0,,11.2,21.62,50.0
100,대관령,2018-03-30,6.1,0.4,12.1,,60.0,11.0,21.07,4.5,,10.4,19.73,67.0
100,대관령,2018-03-31,11.4,2.1,17.5,,54.4,10.1,19.89,1.0,6.9,2.9,2.75,92.6
100,대관령,2018-04-01,11.8,8.0,16.7,,66.6,6.7,15.09,0.6,4.1,2.7,7.36,92.9
100,대관령,2018-04-02,14.0,9.3,18.4,,63.9,11.3,21.13,3.6,,11.1,22.85,60.8
100,대관령,2018-04-03,11.3,3.8,20.1,,76.4,10.2,20.4,7.7,,12.1,23.29,40.6
100,대관령,2018-04-04,0.6,-0.2,3.8,18.9,96.6,1.5,4.6,9.1,,12.0,21.99,42.5
100,대관령,2018-04-05,0.7,0.0,1.4,5.1,95.8,1.4,2.62,9.0,6.8,1.9,6.5,61.4
100,대관령,2018-04-06,1.9,-2.5,7.8,5.1,72.0,7.6,17.4,10.0,5.5,6.2,9.95,80.0
100,대관령,2018-04-07,-2.1,-4.5,2.5,0.4,66.9,5.1,12.6,8.4,,10.6,22.04,78.8
100,대관령,2018-04-08,-1.4,-4.8,2.9,1.9,71.9,7.3,15.31,11.5,,10.2,19.75,64.6
100,대관령,2018-04-09,2.9,-3.4,10.2,0.3,62.6,11.1,24.01,4.3,5.1,3.2,7.98,80.5
100,대관령,2018-04-10,11.4,-0.2,17.7,1.2,42.8,8.1,19.02,5.8,,11.8,24.34,48.0
100,대관령,2018-04-11,9.7,6.3,13.3,3.4,46.6,11.9,24.47,8.5,3.5,7.7,16.79,65.1
100,대관령,2018-04-12,9.3,1.3,16.0,,27.1,12.1,24.81,6.8,,12.4,24.52,33.0
100,대관령,2018-04-13,5.8,-0.9,10.2,,57.3,7.6,17.21,8.2,,12.2,24.29,40.1
100,대관령,2018-04-14,3.9,1.8,5.6,23.8,88.1,1.5,3.1,9.4,5.8,7.7,18.9,54.9
100,대관령,2018-04-15,5.4,2.8,9.7,,67.6,10.0,18.85,12.7,,10.4,21.91,59.0
100,대관령,2018-04-16,5.5,-1.0,12.0,,67.4,12.4,25.55,15.6,,8.2,18.14,46.8
100,대관령,2018-04-17,6.9,-1.5,16.4,,60.5,9.7,17.71,8.7,16.3,3.1,2.68,76.9
100,대관령,2018-04-18,9.9,-0.5,19.1,,42.4,12.3,24.94,7.8,8.4,7.5,13.61,80.1
100,대관령,2018-04-19,13.2,4.6,19.7,,30.4,11.8,24.26,8.4,,12.6,25.99,50.1
100,대관령,2018-04-20,16.2,2.1,27.3,,48.4,12.1,24.26,8.3,0.1,7.7,17.37,57.1
100,대관령,2018-04-21,18.9,12.7,25.7,,25.4,12.5,26.45,5.8,3.3,10.2,21.89,81.4
100,대관령,2018-04-22,8.5,4.2,15.7,6.0,65.3,7.1,15.77,6.7,2.2,10.3,20.45,67.1
100,대관령,2018-04-23,3.8,2.1,4.7,48.9,95.1,1.2,2.42,10.3,,12.8,26.51,45.9
100,대관령,2018-04-24,4.3,1.7,5.4,13.7,77.4,2.6,4.59,11.9,,12.6,25.03,33.6
100,대관령,2018-04-25,8.2,-1.3,17.2,,41.4,12.9,25.57,12.6,,10.8,22.67,49.4
100,대관령,2018-04-26,10.9,-1.0,19.0,,47.6,11.5,22.07,7.6,,11.4,22.2,58.9
100,대관령,2018-04-27,8.5,4.1,12.7,,59.1,12.5,22.98,7.0,,12.4,23.75,44.9
100,대관령,2018-04-28,12.9,3.5,20.1,,50.5,12.5,25.89,9.5,,9.8,21.84,46.3
100,대관령,2018-04-29,14.5,6.0,21.7,,40.3,12.7,24.87,12.5,,12.7,26.18,43.3
100,대관령,2018-04-30,14.4,8.2,22.8,,49.8,11.2,22.55,16.3,,11.7,23.63,46.5
100,대관령,2018-05-01,12.4,5.0,21.3,,77.5,7.9,15.72,10.6,,13.1,27.13,51.6
100,대관령,2018-05-02,6.4,2.6,11.8,21.3,97.0,2.1,3.37,12.2,,12.3,23.63,55.5
100,대관령,2018-05-03,4.7,0.6,9.2,1.6,81.1,6.4,12.12,13.6,,12.7,25.19,56.0
100,대관령,2018-05-04,8.9,2.2,15.8,,51.8,12.7,24.23,14.2,,10.9,21.14,54.1
100,대관령,2018-05-05,13.5,8.2,18.4,,46.4,10.2,21.8,17.5,,12.3,24.41,53.1
100,대관령,2018-05-06,10.8,9.4,13.4,15.5,93.9,2.4,5.15,11.0,,12.7,26.74,30.3
100,대관령,2018-05-07,11.7,7.4,18.3,1.5,81.4,6.9,14.15,12.1,,13.0,27.43,31.3
100,대관령,2018-05-08,6.3,4.7,8.4,6.5,96.4,3.6,5.52,14.7,,9.1,21.56,40.3
100,대관령,2018-05-09,4.1,2.6,5.5,0.8,96.6,3.0,4.81,11.4,4.0,1.8,8.89,80.5
100,대관령,2018-05-10,11.2,1.4,18.7,,65.6,10.8,26.28,11.3,0.5,5.2,9.45,87.0
100,대관령,2018-05-11,14.2,6.9,22.0,,47.9,11.3,24.79,14.5,,11.4,24.3,71.9
100,대관령,2018-05-12,11.5,7.9,13.3,8.6,87.8,1.9,4.56,15.6,,2.0,8.89,69.4
100,대관령,2018-05-13,14.7,9.6,20.4,0.2,79.6,11.3,21.98,12.3,14.1,9.8,20.2,77.4
100,대관령,2018-05-14,16.1,9.7,22.3,,71.0,11.1,25.64,10.8,,13.5,28.38,55.6
100,대관령,2018-05-15,20.5,14.1,28.3,,50.8,11.2,24.69,9.1,,5.9,12.06,75.6
100,대관령,2018-05-16,19.7,17.1,21.2,4.3,85.4,1.0,2.33,9.5,,7.0,15.22,84.3
100,대관령,2018-05-17,16.9,10.0,21.6,51.5,92.8,2.4,5.64,11.8,,11.9,23.84,74.3
100,대관령,2018-05-18,6.6,4.8,10.8,81.5,99.4,2.0,3.96,15.2,,13.4,27.23,59.5
100,대관령,2018-05-19,7.6,2.8,13.7,,81.5,11.3,23.42,18.8,,13.5,28.08,36.8
100,대관령,2018-05-20,7.8,0.6,13.1,,74.3,10.7,18.76,18.3,,12.7,25.61,48.8
100,대관령,2018-05-21,8.7,0.4,15.8,,82.9,11.9,26.76,16.9,,13.2,27.62,60.0
100,대관령,2018-05-22,13.1,5.6,21.5,1.3,75.6,8.2,18.66,12.6,,11.3,25.88,83.5
100,대관령,2018-05-23,14.1,8.6,19.9,5.8,63.3,12.3,29.02,14.5,0.2,6.0,15.63,73.9
100,대관령,2018-05-24,15.7,7.3,20.3,,46.8,13.1,28.03,14.3,12.8,8.8,22.86,86.4
100,대관령,2018-05-25,16.7,9.9,24.4,,48.9,13.3,27.59,12.3,,13.0,25.52,69.1
100,대관령,2018-05-26,14.1,5.9,22.2,,76.8,13.3,28.01,7.6,,4.8,11.49,85.0
100,대관령,2018-05-27,16.9,9.4,23.1,,61.6,6.6,18.85,11.5,,13.1,24.97,73.9
100,대관령,2018-05-28,15.4,7.3,21.6,,75.3,12.4,26.29,15.7,,12.7,22.94,63.0
100,대관령,2018-05-29,17.9,12.1,23.8,1.5,72.3,10.5,21.99,20.4,,12.7,26.24,61.0
100,대관령,2018-05-30,15.5,10.2,21.7,1.1,74.5,9.6,23.07,19.0,,6.7,16.75,53.8
100,대관령,2018-05-31,13.8,6.6,21.2,,69.6,13.6,28.73,17.2,,7.5,17.09,57.5
100,대관령,2018-06-01,16.5,6.4,24.7,,64.9,13.6,28.54,13.3,17.5,5.8,10.05,86.1
100,대관령,2018-06-02,19.0,9.6,28.1,,59.8,13.5,28.63,10.9,,11.7,28.04,72.1
100,대관령,2018-06-03,18.2,8.8,26.9,,53.3,13.7,28.71,11.4,,10.9,20.67,74.0
100,대관령,2018-06-04,18.3,9.1,25.9,,57.5,9.6,22.49,12.4,4.1,12.6,24.99,66.4
100,대관령,2018-06-05,17.8,12.7,25.2,0.0,68.5,9.4,22.02,11.5,0.1,12.0,28.31,80.6
100,대관령,2018-06-06,19.4,9.7,27.9,,68.1,13.5,27.25,12.3,5.3,2.3,10.31,76.6
100,대관령,2018-06-07,21.0,12.5,28.3,,64.5,12.0,25.16,14.4,6.3,1.9,4.38,92.9
100,대관령,2018-06-08,18.1,14.1,23.8,,69.4,12.7,26.3,16.2,,13.4,29.95,63.9
100,대관령,2018-06-09,12.6,11.4,14.6,3.1,98.6,2.7,5.6,17.0,0.1,9.0,20.35,62.5
100,대관령,2018-06-10,11.5,10.8,12.8,10.4,99.6,1.6,7.79,13.2,,11.6,23.8,61.0
100,대관령,2018-06-11,10.4,9.5,11.4,4.3,99.0,3.1,5.03,11.3,,12.2,26.75,74.1
100,대관령,2018-06-12,11.3,8.4,15.2,,88.6,10.4,24.76,10.3,,8.5,20.16,84.5
100,대관령,2018-06-13,12.5,9.8,17.5,1.9,94.8,3.7,12.2,12.8,0.2,9.1,17.65,76.1
100,대관령,2018-06-14,13.1,11.3,15.9,,98.6,2.4,9.09,15.9,,12.5,27.93,70.0
100,대관령,2018-06-15,11.2,10.2,13.4,0.7,95.0,3.8,6.53,16.9,,12.8,27.2,72.0
100,대관령,2018-06-16,12.8,9.7,17.4,,83.6,11.2,27.7,14.3,,11.2,23.85,84.3
100,대관령,2018-06-17,17.4,8.7,24.4,,72.6,8.7,19.95,17.8,,12.7,26.82,75.1
100,대관령,2018-06-18,18.4,12.7,26.0,,77.4,12.1,24.34,19.5,,11.8,23.47,70.6
100,대관령,2018-06-19,17.7,11.9,22.4,,77.5,3.7,14.27,20.0,,12.0,23.23,66.9
100,대관령,2018-06-20,18.4,11.9,25.3,,66.3,13.0,25.91,18.2,,10.5,22.78,69.5
100,대관령,2018-06-21,17.3,11.7,24.4,,64.9,13.8,29.34,19.3,0.0,5.8,14.17,68.0
100,대관령,2018-06-22,18.8,9.2,27.2,,56.3,13.5,29.19,18.3,,13.1,22.74,67.3
100,대관령,2018-06-23,20.3,14.8,26.4,,55.5,9.5,22.08,17.9,,12.3,24.14,77.3
100,대관령,2018-06-24,22.6,16.0,28.5,,51.8,13.5,28.03,17.4,7.2,2.4,10.45,84.9
100,대관령,2018-06-25,21.0,14.4,28.2,,66.3,10.1,20.42,16.4,1.1,2.5,9.93,86.6
100,대관령,2018-06-26,18.3,14.7,23.5,45.8,92.1,2.4,5.36,16.2,1.3,3.3,9.18,90.5
100,대관령,2018-06-27,21.0,18.7,24.4,,78.5,10.9,25.85,18.2,0.0,6.9,17.39,84.8
100,대관령,2018-06-28,19.4,16.0,24.0,17.0,85.4,4.9,15.91,19.5,,10.7,20.45,86.5
100,대관령,2018-06-29,19.6,14.7,25.5,0.3,81.6,11.8,21.41,20.3,29.8,7.8,14.14,82.5
100,대관령,2018-06-30,19.7,14.6,24.2,,88.0,2.5,12.67,21.0,,10.6,23.79,71.0
100,대관령,2018-07-01,17.9,16.7,20.8,56.4,98.6,2.7,4.35,20.3,,4.0,13.16,76.6
100,대관령,2018-07-02,18.9,16.7,22.4,48.8,96.0,2.8,5.96,20.1,132.1,2.5,4.96,95.3
100,대관령,2018-07-03,20.5,17.8,26.2,16.6,93.4,5.4,15.4,20.9,50.4,4.2,7.67,89.6
100,대관령,2018-07-04,18.9,17.0,22.5,28.1,96.6,2.8,11.25,19.2,18.8,5.4,13.59,94.9
100,대관령,2018-07-05,16.7,15.7,18.1,6.8,99.9,2.2,7.69,19.9,,7.8,19.29,82.4
100,대관령,2018-07-06,14.0,12.5,15.8,27.8,100.0,2.2,10.53,20.8,,13.0,26.46,80.3
100,대관령,2018-07-07,12.1,10.8,14.3,4.1,92.5,3.7,11.63,21.7,2.0,5.6,14.18,85.5
100,대관령,2018-07-08,12.0,10.4,15.0,,93.5,2.6,11.36,22.0,37.9,5.0,8.66,90.0
100,대관령,2018-07-09,13.9,12.7,14.9,18.2,100.0,2.8,4.4,23.6,1.6,9.9,22.24,82.9
100,대관령,2018-07-10,19.6,14.3,23.4,4.1,93.1,1.5,10.22,22.5,19.2,2.9,4.39,87.8
100,대관령,2018-07-11,21.4,19.0,24.4,7.1,96.4,0.0,5.43,22.1,21.9,12.2,26.9,79.5
100,대관령,2018-07-12,23.1,21.6,26.0,,82.8,3.6,16.84,23.0,,13.3,27.07,76.0
100,대관령,2018-07-13,23.2,21.3,26.8,,78.3,11.2,23.77,23.1,,13.3,27.7,77.1
100,대관령,2018-07-14,24.0,21.2,28.6,,73.4,12.8,26.68,23.2,,11.4,23.56,78.5
100,대관령,2018-07-15,24.2,19.8,28.9,,75.4,13.6,28.47,21.1,6.3,2.2,6.98,90.3
100,대관령,2018-07-16,24.3,19.0,29.2,,72.6,13.6,28.47,21.1,14.7,2.7,10.54,89.1
100,대관령,2018-07-17,23.7,20.1,28.3,,72.8,13.4,28.08,22.7,,8.8,17.16,81.8
100,대관령,2018-07-18,23.3,18.6,29.5,,74.8,12.6,28.13,22.3,,12.4,23.15,81.4
100,대관령,2018-07-19,23.3,17.8,30.4,,77.5,12.9,27.96,24.3,,12.5,25.46,81.3
100,대관령,2018-07-20,23.4,15.7,30.7,,75.3,12.4,28.18,24.3,,12.6,26.96,77.3
100,대관령,2018-07-21,25.2,18.8,32.4,,71.1,13.6,27.97,24.4,,1.5,7.69,82.8
100,대관령,2018-07-22,25.3,17.2,32.9,,68.0,13.6,27.31,21.2,14.4,2.1,9.96,94.0
100,대관령,2018-07-23,25.1,20.9,31.9,,80.3,7.3,19.41,22.1,18.0,1.4,2.83,94.8
100,대관령,2018-07-24,25.1,19.7,32.0,,83.1,11.4,22.55,23.0,3.8,2.4,8.89,90.3
100,대관령,2018-07-25,25.3,20.5,30.8,,79.8,11.8,21.64,19.9,6.2,4.8,12.5,95.6
100,대관령,2018-07-26,25.5,21.0,32.8,,77.5,11.8,25.55,19.3,0.9,13.0,26.2,84.3
100,대관령,2018-07-27,24.5,19.6,30.8,,83.0,10.5,24.44,20.0,,2.9,13.18,86.3
100,대관령,2018-07-28,22.8,20.7,25.9,0.2,91.8,2.7,8.49,20.1,1.9,2.1,5.12,96.4
100,대관령,2018-07-29,21.6,20.1,23.2,1.0,91.5,2.9,7.47,18.9,2.2,2.7,4.19,98.3
100,대관령,2018-07-30,21.1,18.1,23.5,8.8,96.9,5.9,10.42,21.2,,10.6,20.12,85.5
100,대관령,2018-07-31,22.5,16.0,28.7,,86.0,13.2,26.51,19.5,3.1,2.6,5.06,98.1
100,대관령,2018-08-01,23.6,17.3,29.8,,81.5,13.3,27.24,20.7,,7.1,18.51,92.9
100,대관령,2018-08-02,22.7,16.5,30.0,,83.9,13.2,25.38,19.9,,10.2,21.61,90.1
100,대관령,2018-08-03,25.1,17.9,32.2,,78.9,12.8,25.54,19.8,,11.7,23.11,86.6
100,대관령,2018-08-04,26.1,21.8,31.2,,75.9,12.6,24.93,22.2,,10.0,18.33,88.5
100,대관령,2018-08-05,25.0,21.2,30.9,,75.4,11.7,25.03,23.1,,9.3,20.64,87.6
100,대관령,2018-08-06,21.4,20.1,22.6,54.5,98.6,2.1,5.6,22.9,6.5,9.0,17.24,89.0
100,대관령,2018-08-07,22.2,19.7,27.6,0.1,94.9,7.7,17.33,22.9,4.5,10.9,23.14,89.1
100,대관령,2018-08-08,22.5,19.8,27.1,24.3,95.0,8.0,17.53,21.5,,9.8,19.6,85.3
100,대관령,2018-08-09,21.8,19.8,27.8,29.2,96.4,3.7,10.71,19.9,5.2,1.2,4.8,96.0
100,대관령,2018-08-10,21.0,19.3,23.6,0.1,96.6,3.9,13.82,19.5,32.4,0.2,6.16,96.6
100,대관령,2018-08-11,20.8,18.7,23.5,0.1,95.0,3.9,12.61,18.5,20.8,0.9,7.02,96.0
100,대관령,2018-08-12,21.6,16.1,26.0,,91.4,7.5,16.67,17.5,0.3,2.6,8.46,92.9
100,대관령,2018-08-13,24.5,21.3,30.8,4.4,86.6,8.6,19.12,17.4,2.1,2.0,5.8,96.9
100,대관령,2018-08-14,23.2,19.6,29.0,51.0,91.9,9.7,15.71,17.9,33.6,1.8,5.86,98.9
100,대관령,2018-08-15,22.7,18.4,27.3,,89.3,10.6,22.48,18.1,66.5,2.6,3.27,98.4
100,대관령,2018-08-16,18.8,15.6,22.7,70.6,91.6,4.6,10.55,17.6,14.5,1.4,9.64,98.8
100,대관령,2018-08-17,16.8,14.7,19.2,0.1,86.6,7.3,11.37,18.2,8.9,2.3,5.61,98.9
100,대관령,2018-08-18,17.1,10.9,25.1,,83.1,11.1,25.13,19.0,2.7,4.4,12.54,96.8
100,대관령,2018-08-19,18.0,13.6,23.6,,89.9,7.4,19.54,18.7,0.8,2.1,10.38,98.3
100,대관령,2018-08-20,19.8,14.1,25.3,,87.4,7.5,17.07,18.8,18.7,1.7,4.88,98.4
100,대관령,2018-08-21,21.1,17.2,23.8,,77.5,4.2,11.44,20.7,16.0,2.0,7.39,94.5
100,대관령,2018-08-22,20.7,15.1,26.0,,83.6,10.6,21.26,22.1,0.8,9.7,20.0,83.3
100,대관령,2018-08-23,21.1,19.0,22.4,59.5,97.4,0.0,4.73,22.4,21.6,3.4,7.75,92.4
100,대관령,2018-08-24,21.2,19.0,22.7,72.2,94.4,0.0,6.26,22.4,27.6,2.3,3.79,89.0
100,대관령,2018-08-25,19.7,18.1,22.1,,79.0,,10.32,20.0,,11.5,23.27,67.8
100,대관령,2018-08-26,17.5,15.3,22.5,4.1,90.8,,8.72,16.8,,12.8,25.28,64.9
