구분,자동차용경유
2020년12월07일,1137.24
2020년12월08일,1139.68
2020년12월09일,1141.67
2020년12월10일,1143.72
2020년12월11일,1146.94
2020년12월12일,1150.27
2020년12월13일,1151.82
2020년12월14일,1154.49
2020년12월15일,1157.70
2020년12월16일,1161.26
2020년12월17일,1165.49
2020년12월18일,1171.40
2020년12월19일,1177.34
2020년12월20일,1180.46
2020년12월21일,1185.16
2020년12월22일,1190.57
2020년12월23일,1194.87
2020년12월24일,1199.30
2020년12월25일,1203.45
2020년12월26일,1206.06
2020년12월27일,1207.54
2020년12월28일,1210.65
2020년12월29일,1214.60
2020년12월30일,1218.04
2020년12월31일,1220.58
2021년01월01일,1224.64
2021년01월02일,1226.31
2021년01월03일,1227.34
2021년01월04일,1229.22
2021년01월05일,1231.37
2021년01월06일,1232.66
2021년01월07일,1234.06
2021년01월08일,1235.41
2021년01월09일,1236.56
2021년01월10일,1237.18
2021년01월11일,1238.44
2021년01월12일,1239.76
2021년01월13일,1240.99
2021년01월14일,1242.48
2021년01월15일,1244.02
2021년01월16일,1245.32
2021년01월17일,1245.77
2021년01월18일,1246.70
2021년01월19일,1247.70
2021년01월20일,1248.56
2021년01월21일,1249.31
2021년01월22일,1249.82
2021년01월23일,1250.18
2021년01월24일,1250.18
2021년01월25일,1250.71
2021년01월26일,1250.85
2021년01월27일,1251.11
2021년01월28일,1251.21
2021년01월29일,1251.60
2021년01월30일,1251.79
2021년01월31일,1251.75
2021년02월01일,1252.30
2021년02월02일,1252.38
2021년02월03일,1252.56
2021년02월04일,1252.80
2021년02월05일,1253.20
2021년02월06일,1253.85
2021년02월07일,1253.97
2021년02월08일,1254.64
2021년02월09일,1255.86
2021년02월10일,1257.42
2021년02월11일,1258.86
2021년02월12일,1259.36
2021년02월13일,1259.73
2021년02월14일,1259.97
2021년02월15일,1261.12
2021년02월16일,1263.37
2021년02월17일,1264.93
2021년02월18일,1266.71
2021년02월19일,1268.47
2021년02월20일,1269.81
2021년02월21일,1270.45
2021년02월22일,1271.86
2021년02월23일,1273.23
2021년02월24일,1274.74
2021년02월25일,1276.05
2021년02월26일,1277.65
2021년02월27일,1279.25
2021년02월28일,1279.83
2021년03월01일,1281.79
2021년03월02일,1283.22
2021년03월03일,1284.59
2021년03월04일,1285.76
2021년03월05일,1287.77
2021년03월06일,1290.65
2021년03월07일,1292.27
2021년03월08일,1295.18
2021년03월09일,1298.90
2021년03월10일,1301.82
2021년03월11일,1304.06
2021년03월12일,1306.43
2021년03월13일,1309.59
2021년03월14일,1311.17
2021년03월15일,1313.91
2021년03월16일,1317.11
2021년03월17일,1319.74
2021년03월18일,1322.18
2021년03월19일,1324.20
2021년03월20일,1325.69
2021년03월21일,1326.49
2021년03월22일,1327.95
2021년03월23일,1329.45
2021년03월24일,1330.32
2021년03월25일,1330.76
2021년03월26일,1331.16
2021년03월27일,1331.33
2021년03월28일,1331.45
2021년03월29일,1331.89
2021년03월30일,1332.27
2021년03월31일,1332.49
2021년04월01일,1333.10
2021년04월02일,1333.22
2021년04월03일,1333.29
2021년04월04일,1333.22
2021년04월05일,1333.54
2021년04월06일,1333.51
2021년04월07일,1333.43
2021년04월08일,1333.33
2021년04월09일,1333.30
2021년04월10일,1333.22
2021년04월11일,1333.08
2021년04월12일,1333.17
2021년04월13일,1333.17
2021년04월14일,1333.16
2021년04월15일,1332.98
2021년04월16일,1332.94
2021년04월17일,1332.46
2021년04월18일,1332.31
2021년04월19일,1332.43
2021년04월20일,1332.34
2021년04월21일,1332.45
2021년04월22일,1332.29
2021년04월23일,1332.19
2021년04월24일,1332.11
2021년04월25일,1331.97
2021년04월26일,1332.17
2021년04월27일,1332.05
2021년04월28일,1331.98
2021년04월29일,1331.98
2021년04월30일,1331.98
2021년05월01일,1331.99
2021년05월02일,1332.01
2021년05월03일,1332.18
2021년05월04일,1332.13
2021년05월05일,1332.17
2021년05월06일,1332.44
2021년05월07일,1332.66
2021년05월08일,1332.99
2021년05월09일,1332.96
2021년05월10일,1333.59
2021년05월11일,1334.55
2021년05월12일,1335.22
2021년05월13일,1336.23
2021년05월14일,1337.23
2021년05월15일,1337.59
2021년05월16일,1337.89
2021년05월17일,1338.79
2021년05월18일,1339.76
2021년05월19일,1340.52
2021년05월20일,1341.26
2021년05월21일,1342.01
2021년05월22일,1342.52
2021년05월23일,1342.66
2021년05월24일,1343.57
2021년05월25일,1344.41
2021년05월26일,1345.25
2021년05월27일,1346.23
2021년05월28일,1347.07
2021년05월29일,1347.96
2021년05월30일,1348.30
2021년05월31일,1349.20
2021년06월01일,1351.20
2021년06월02일,1352.56
2021년06월03일,1353.87
2021년06월04일,1355.45
2021년06월05일,1357.08
2021년06월06일,1357.87
2021년06월07일,1359.48
2021년06월08일,1361.39
2021년06월09일,1363.17
2021년06월10일,1364.75
2021년06월11일,1366.64
2021년06월12일,1368.50
2021년06월13일,1369.34
2021년06월14일,1371.18
2021년06월15일,1373.08
2021년06월16일,1375.20
2021년06월17일,1377.28
2021년06월18일,1378.80
2021년06월19일,1380.31
2021년06월20일,1380.93
2021년06월21일,1382.59
2021년06월22일,1384.76
2021년06월23일,1386.67
2021년06월24일,1388.67
2021년06월25일,1390.65
2021년06월26일,1392.56
2021년06월27일,1393.61
2021년06월28일,1395.65
2021년06월29일,1398.26
2021년06월30일,1399.91
2021년07월01일,1403.07
2021년07월02일,1405.02
2021년07월03일,1406.75
2021년07월04일,1407.44
2021년07월05일,1409.22
2021년07월06일,1411.79
2021년07월07일,1414.43
2021년07월08일,1416.46
2021년07월09일,1418.19
2021년07월10일,1420.08
2021년07월11일,1420.89
2021년07월12일,1422.60
2021년07월13일,1424.58
2021년07월14일,1426.35
2021년07월15일,1427.90
2021년07월16일,1429.58
2021년07월17일,1430.98
2021년07월18일,1431.48
2021년07월19일,1432.85
2021년07월20일,1433.65
2021년07월21일,1434.06
2021년07월22일,1434.65
2021년07월23일,1435.09
2021년07월24일,1435.50
2021년07월25일,1435.65
2021년07월26일,1436.35
2021년07월27일,1436.87
2021년07월28일,1437.31
2021년07월29일,1437.63
2021년07월30일,1438.13
2021년07월31일,1438.50
2021년08월01일,1439.18
2021년08월02일,1439.98
2021년08월03일,1440.57
2021년08월04일,1440.98
2021년08월05일,1441.30
2021년08월06일,1441.84
2021년08월07일,1441.98
2021년08월08일,1441.99
2021년08월09일,1442.25
2021년08월10일,1442.23
2021년08월11일,1442.14
2021년08월12일,1442.12
2021년08월13일,1442.11
2021년08월14일,1441.95
2021년08월15일,1441.87
2021년08월16일,1442.02
2021년08월17일,1441.90
2021년08월18일,1441.60
2021년08월19일,1441.01
2021년08월20일,1440.55
2021년08월21일,1439.96
2021년08월22일,1439.86
2021년08월23일,1439.71
2021년08월24일,1439.35
2021년08월25일,1439.06
2021년08월26일,1438.88
2021년08월27일,1438.62
2021년08월28일,1438.32
2021년08월29일,1438.04
2021년08월30일,1438.21
2021년08월31일,1438.06
2021년09월01일,1437.74
2021년09월02일,1437.55
2021년09월03일,1437.28
2021년09월04일,1436.95
2021년09월05일,1436.80
2021년09월06일,1436.91
2021년09월07일,1436.72
2021년09월08일,1436.52
2021년09월09일,1436.39
2021년09월10일,1436.39
2021년09월11일,1436.19
2021년09월12일,1436.01
2021년09월13일,1436.28
2021년09월14일,1436.17
2021년09월15일,1436.25
2021년09월16일,1436.29
2021년09월17일,1436.52
2021년09월18일,1436.67
2021년09월19일,1436.71
2021년09월20일,1436.88
2021년09월21일,1436.92
2021년09월22일,1436.66
2021년09월23일,1437.21
2021년09월24일,1437.73
2021년09월25일,1437.83
2021년09월26일,1437.88
2021년09월27일,1438.49
2021년09월28일,1439.03
2021년09월29일,1439.76
2021년09월30일,1440.85
2021년10월01일,1443.14
2021년10월02일,1444.57
2021년10월03일,1445.08
2021년10월04일,1446.28
2021년10월05일,1448.18
2021년10월06일,1452.28
2021년10월07일,1456.80
2021년10월08일,1462.87
2021년10월09일,1468.94
2021년10월10일,1472.26
2021년10월11일,1476.01
2021년10월12일,1481.20
2021년10월13일,1490.26
2021년10월14일,1498.15
2021년10월15일,1506.65
2021년10월16일,1514.39
2021년10월17일,1518.34
2021년10월18일,1523.77
2021년10월19일,1530.43
2021년10월20일,1537.28
2021년10월21일,1542.25
2021년10월22일,1547.04
2021년10월23일,1551.40
2021년10월24일,1553.43
2021년10월25일,1556.69
2021년10월26일,1560.93
2021년10월27일,1564.79
2021년10월28일,1568.88
2021년10월29일,1572.22
2021년10월30일,1576.42
2021년10월31일,1578.31
2021년11월01일,1582.01
2021년11월02일,1585.36
2021년11월03일,1588.34
2021년11월04일,1591.63
2021년11월05일,1594.42
2021년11월06일,1597.58
2021년11월07일,1598.84
2021년11월08일,1600.87
2021년11월09일,1602.98
2021년11월10일,1604.52
2021년11월11일,1605.64
2021년11월12일,1575.03
2021년11월13일,1562.40
2021년11월14일,1555.81
2021년11월15일,1542.16
2021년11월16일,1531.96
2021년11월17일,1526.24
2021년11월18일,1521.82
2021년11월19일,1518.74
2021년11월20일,1516.50
2021년11월21일,1515.15
2021년11월22일,1513.22
2021년11월23일,1511.62
2021년11월24일,1510.35
2021년11월25일,1509.16
2021년11월26일,1508.23
2021년11월27일,1506.77
2021년11월28일,1505.83
2021년11월29일,1504.95
2021년11월30일,1503.76
2021년12월01일,1501.52
2021년12월02일,1499.73
2021년12월03일,1497.83
2021년12월04일,1495.88
2021년12월05일,1494.93
2021년12월06일,1493.43
2021년12월07일,1489.98
2021년12월08일,1486.87
2021년12월09일,1483.64
2021년12월10일,1480.84
2021년12월11일,1478.23
2021년12월12일,1477.06
2021년12월13일,1475.23
2021년12월14일,1472.46
2021년12월15일,1469.52
2021년12월16일,1466.11
2021년12월17일,1463.39
2021년12월18일,1461.35
2021년12월19일,1460.26
2021년12월20일,1458.47
2021년12월21일,1455.64
2021년12월22일,1453.08
2021년12월23일,1451.15
2021년12월24일,1449.37
2021년12월25일,1447.97
2021년12월26일,1447.53
2021년12월27일,1446.92
2021년12월28일,1445.68
2021년12월29일,1444.70
2021년12월30일,1444.00
2021년12월31일,1443.58
2022년01월01일,1442.42
2022년01월02일,1442.09
2022년01월03일,1441.82
2022년01월04일,1440.91
2022년01월05일,1440.23
2022년01월06일,1439.42
2022년01월07일,1439.13
2022년01월08일,1439.46
2022년01월09일,1439.18
2022년01월10일,1439.54
2022년01월11일,1439.59
2022년01월12일,1439.93
2022년01월13일,1441.22
2022년01월14일,1442.77
2022년01월15일,1444.25
2022년01월16일,1445.13
2022년01월17일,1447.28
2022년01월18일,1449.50
2022년01월19일,1452.22
2022년01월20일,1455.85
2022년01월21일,1459.98
2022년01월22일,1462.91
2022년01월23일,1464.12
2022년01월24일,1466.92
2022년01월25일,1469.52
2022년01월26일,1472.22
2022년01월27일,1475.31
2022년01월28일,1478.31
2022년01월29일,1481.21
2022년01월30일,1483.00
2022년01월31일,1484.35
2022년02월01일,1485.89
2022년02월02일,1487.05
2022년02월03일,1489.71
2022년02월04일,1493.54
2022년02월05일,1499.00
2022년02월06일,1501.32
2022년02월07일,1505.56
2022년02월08일,1511.18
2022년02월09일,1516.69
2022년02월10일,1521.10
2022년02월11일,1524.75
2022년02월12일,1528.91
2022년02월13일,1531.22
2022년02월14일,1535.33
2022년02월15일,1540.24
2022년02월16일,1545.08
2022년02월17일,1549.04
2022년02월18일,1552.79
2022년02월19일,1555.98
2022년02월20일,1557.47
2022년02월21일,1560.65
2022년02월22일,1563.99
2022년02월23일,1568.31
2022년02월24일,1572.03
2022년02월25일,1577.05
2022년02월26일,1581.41
2022년02월27일,1582.87
2022년02월28일,1585.96
2022년03월01일,1590.62
2022년03월02일,1594.81
2022년03월03일,1602.22
2022년03월04일,1615.37
2022년03월05일,1634.99
2022년03월06일,1646.01
2022년03월07일,1665.13
2022년03월08일,1706.45
2022년03월09일,1750.15
2022년03월10일,1781.84
2022년03월11일,1818.45
2022년03월12일,1857.08
2022년03월13일,1872.63
2022년03월14일,1892.42
2022년03월15일,1912.14
2022년03월16일,1917.89
2022년03월17일,1917.35
2022년03월18일,1917.35
2022년03월19일,1917.14
2022년03월20일,1917.39
2022년03월21일,1917.82
2022년03월22일,1917.89
2022년03월23일,1918.25
2022년03월24일,1918.92
2022년03월25일,1919.65
2022년03월26일,1919.15
2022년03월27일,1919.61
2022년03월28일,1920.44
2022년03월29일,1920.32
2022년03월30일,1919.72
2022년03월31일,1918.84
2022년04월01일,1916.89
2022년04월02일,1915.18
2022년04월03일,1914.62
2022년04월04일,1913.19
2022년04월05일,1911.37
2022년04월06일,1910.43
2022년04월07일,1909.18
2022년04월08일,1907.86
2022년04월09일,1906.17
2022년04월10일,1905.50
2022년04월11일,1904.54
2022년04월12일,1902.53
2022년04월13일,1900.84
2022년04월14일,1899.67
2022년04월15일,1899.20
2022년04월16일,1898.83
2022년04월17일,1898.62
2022년04월18일,1899.04
2022년04월19일,1899.54
2022년04월20일,1900.24
2022년04월21일,1900.70
2022년04월22일,1901.65
2022년04월23일,1902.33
2022년04월24일,1902.69
2022년04월25일,1906.16
2022년04월26일,1908.09
2022년04월27일,1909.86
2022년04월28일,1911.81
2022년04월29일,1915.25
2022년04월30일,1920.52
2022년05월01일,1908.76
2022년05월02일,1904.81
2022년05월03일,1903.93
2022년05월04일,1906.66
2022년05월05일,1910.34
2022년05월06일,1914.20
2022년05월07일,1920.01
2022년05월08일,1924.70
2022년05월09일,1931.32
2022년05월10일,1941.46
2022년05월11일,1947.59
2022년05월12일,1953.29
2022년05월13일,1959.24
2022년05월14일,1964.02
2022년05월15일,1966.48
2022년05월16일,1970.51
2022년05월17일,1976.49
2022년05월18일,1981.61
2022년05월19일,1986.76
2022년05월20일,1990.99
2022년05월21일,1994.32
2022년05월22일,1995.79
2022년05월23일,1998.38
2022년05월24일,2000.93
2022년05월25일,2002.68
2022년05월26일,2003.85
2022년05월27일,2005.14
2022년05월28일,2005.62
2022년05월29일,2006.09
2022년05월30일,2007.13
2022년05월31일,2008.23
2022년06월01일,2009.47
2022년06월02일,2011.18
2022년06월03일,2013.43
2022년06월04일,2018.44
2022년06월05일,2021.12
2022년06월06일,2023.85
2022년06월07일,2027.96
2022년06월08일,2036.52
2022년06월09일,2044.40
2022년06월10일,2054.37
2022년06월11일,2063.53
2022년06월12일,2067.99
2022년06월13일,2074.89
2022년06월14일,2083.67
2022년06월15일,2090.62
2022년06월16일,2096.10
2022년06월17일,2104.20
2022년06월18일,2112.50
2022년06월19일,2115.96
2022년06월20일,2120.85
2022년06월21일,2127.58
2022년06월22일,2133.25
2022년06월23일,2138.20
2022년06월24일,2143.13
2022년06월25일,2147.06
2022년06월26일,2149.16
2022년06월27일,2153.00
2022년06월28일,2158.24
2022년06월29일,2163.15
2022년06월30일,2167.66
2022년07월01일,2157.70
2022년07월02일,2155.39
2022년07월03일,2154.46
2022년07월04일,2153.08
2022년07월05일,2150.78
2022년07월06일,2148.59
2022년07월07일,2145.24
2022년07월08일,2140.28
2022년07월09일,2136.65
2022년07월10일,2134.84
2022년07월11일,2131.28
2022년07월12일,2124.27
2022년07월13일,2117.16
2022년07월14일,2108.96
2022년07월15일,2099.72
2022년07월16일,2092.28
2022년07월17일,2088.75
2022년07월18일,2082.11
2022년07월19일,2072.42
2022년07월20일,2063.99
2022년07월21일,2055.28
2022년07월22일,2046.01
2022년07월23일,2036.83
2022년07월24일,2032.61
2022년07월25일,2024.70
2022년07월26일,2015.01
2022년07월27일,2006.74
2022년07월28일,1998.46
2022년07월29일,1991.04
2022년07월30일,1985.32
2022년07월31일,1982.61
2022년08월01일,1976.46
2022년08월02일,1969.64
2022년08월03일,1963.18
2022년08월04일,1956.93
2022년08월05일,1950.56
2022년08월06일,1944.14
2022년08월07일,1941.43
2022년08월08일,1935.96
2022년08월09일,1928.20
2022년08월10일,1920.46
2022년08월11일,1911.58
2022년08월12일,1902.96
2022년08월13일,1895.71
2022년08월14일,1892.04
2022년08월15일,1887.53
2022년08월16일,1880.12
2022년08월17일,1870.89
2022년08월18일,1863.53
2022년08월19일,1857.23
2022년08월20일,1852.84
2022년08월21일,1850.59
2022년08월22일,1846.57
2022년08월23일,1842.27
2022년08월24일,1839.79
2022년08월25일,1838.60
2022년08월26일,1838.58
2022년08월27일,1838.82
2022년08월28일,1839.07
2022년08월29일,1840.79
2022년08월30일,1845.33
2022년08월31일,1847.37
2022년09월01일,1850.30
2022년09월02일,1850.70
2022년09월03일,1850.67
2022년09월04일,1850.76
2022년09월05일,1851.27
2022년09월06일,1851.76
2022년09월07일,1852.57
2022년09월08일,1853.89
2022년09월09일,1854.92
2022년09월10일,1855.39
2022년09월11일,1855.82
2022년09월12일,1856.09
2022년09월13일,1857.38
2022년09월14일,1858.63
2022년09월15일,1860.41
2022년09월16일,1860.74
2022년09월17일,1859.89
2022년09월18일,1859.21
2022년09월19일,1858.61
2022년09월20일,1855.12
2022년09월21일,1852.35
2022년09월22일,1849.76
2022년09월23일,1847.31
2022년09월24일,1844.45
2022년09월25일,1843.21
2022년09월26일,1841.00
2022년09월27일,1836.98
2022년09월28일,1832.33
2022년09월29일,1828.79
2022년09월30일,1826.08
2022년10월01일,1822.01
2022년10월02일,1820.55
2022년10월03일,1820.83
2022년10월04일,1817.56
2022년10월05일,1815.63
2022년10월06일,1814.62
2022년10월07일,1814.91
2022년10월08일,1818.57
2022년10월09일,1819.99
2022년10월10일,1821.74
2022년10월11일,1824.45
2022년10월12일,1828.00
2022년10월13일,1829.54
2022년10월14일,1831.43
2022년10월15일,1833.69
2022년10월16일,1834.59
2022년10월17일,1836.93
2022년10월18일,1840.19
2022년10월19일,1842.90
2022년10월20일,1845.50
2022년10월21일,1848.77
2022년10월22일,1851.64
2022년10월23일,1852.77
2022년10월24일,1855.46
2022년10월25일,1857.96
2022년10월26일,1860.07
2022년10월27일,1862.40
2022년10월28일,1864.82
2022년10월29일,1866.42
2022년10월30일,1867.15
2022년10월31일,1869.29
2022년11월01일,1872.05
2022년11월02일,1874.01
2022년11월03일,1875.90
2022년11월04일,1877.64
2022년11월05일,1879.39
2022년11월06일,1880.35
2022년11월07일,1882.50
2022년11월08일,1884.76
2022년11월09일,1886.64
2022년11월10일,1888.00
2022년11월11일,1888.77
2022년11월12일,1888.93
2022년11월13일,1888.94
2022년11월14일,1889.59
2022년11월15일,1889.11
2022년11월16일,1888.55
2022년11월17일,1887.80
2022년11월18일,1885.62
2022년11월19일,1883.82
2022년11월20일,1882.96
2022년11월21일,1881.58
2022년11월22일,1878.67
2022년11월23일,1875.66
2022년11월24일,1872.86
2022년11월25일,1870.27
2022년11월26일,1867.75
2022년11월27일,1866.63
2022년11월28일,1864.46
2022년11월29일,1861.70
2022년11월30일,1859.63
2022년12월01일,1857.47
2022년12월02일,1855.96
2022년12월03일,1854.52
2022년12월04일,1853.31
2022년12월05일,1850.98
2022년12월06일,1847.19
2022년12월07일,1842.17
2022년12월08일,1835.07
2022년12월09일,1827.11
2022년12월10일,1818.45
2022년12월11일,1814.71
2022년12월12일,1807.38
2022년12월13일,1796.67
2022년12월14일,1787.99
2022년12월15일,1779.25
2022년12월16일,1771.37
2022년12월17일,1764.37
2022년12월18일,1761.56
2022년12월19일,1756.43
2022년12월20일,1751.89
2022년12월21일,1745.51
2022년12월22일,1741.37
2022년12월23일,1738.09
2022년12월24일,1735.31
2022년12월25일,1733.82
2022년12월26일,1731.44
2022년12월27일,1728.14
2022년12월28일,1725.84
2022년12월29일,1724.28
2022년12월30일,1722.77
2022년12월31일,1721.76
2023년01월01일,1720.97
2023년01월02일,1720.21
2023년01월03일,1719.06
2023년01월04일,1717.13
2023년01월05일,1713.57
2023년01월06일,1710.43
2023년01월07일,1704.48
2023년01월08일,1702.48
2023년01월09일,1698.52
2023년01월10일,1692.23
2023년01월11일,1685.25
2023년01월12일,1679.22
2023년01월13일,1674.32
2023년01월14일,1670.38
2023년01월15일,1668.62
2023년01월16일,1666.13
2023년01월17일,1662.31
2023년01월18일,1659.03
2023년01월19일,1656.83
2023년01월20일,1654.96
2023년01월21일,1653.45
2023년01월22일,1653.11
2023년01월23일,1652.69
2023년01월24일,1652.10
2023년01월25일,1651.76
2023년01월26일,1651.15
2023년01월27일,1650.52
2023년01월28일,1649.66
2023년01월29일,1649.10
2023년01월30일,1649.16
2023년01월31일,1648.44
2023년02월01일,1646.96
2023년02월02일,1645.14
2023년02월03일,1643.39
2023년02월04일,1641.23
2023년02월05일,1639.92
2023년02월06일,1638.06
2023년02월07일,1633.74
2023년02월08일,1628.41
2023년02월09일,1623.81
2023년02월10일,1620.20
2023년02월11일,1617.10
2023년02월12일,1615.58
2023년02월13일,1613.09
2023년02월14일,1608.89
2023년02월15일,1605.31
2023년02월16일,1601.79
2023년02월17일,1598.09
2023년02월18일,1594.00
2023년02월19일,1592.13
2023년02월20일,1589.12
2023년02월21일,1584.87
2023년02월22일,1581.07
2023년02월23일,1577.10
2023년02월24일,1573.11
2023년02월25일,1569.92
2023년02월26일,1568.22
2023년02월27일,1566.21
2023년02월28일,1563.29
2023년03월01일,1558.86
2023년03월02일,1556.43
2023년03월03일,1552.27
2023년03월04일,1552.13
2023년03월05일,1551.21
2023년03월06일,1550.65
2023년03월07일,1549.96
2023년03월08일,1549.57
2023년03월09일,1548.95
2023년03월10일,1548.40
2023년03월11일,1547.61
2023년03월12일,1547.14
2023년03월13일,1547.39
2023년03월14일,1546.70
2023년03월15일,1545.59
2023년03월16일,1544.07
2023년03월17일,1542.55
2023년03월18일,1539.92
2023년03월19일,1538.75
2023년03월20일,1537.61
2023년03월21일,1534.79
2023년03월22일,1531.64
2023년03월23일,1528.85
2023년03월24일,1527.06
2023년03월25일,1525.16
2023년03월26일,1524.14
2023년03월27일,1523.17
2023년03월28일,1521.51
2023년03월29일,1520.39
2023년03월30일,1519.61
2023년03월31일,1519.08
2023년04월01일,1518.39
2023년04월02일,1517.94
2023년04월03일,1518.65
2023년04월04일,1520.42
2023년04월05일,1522.59
2023년04월06일,1524.51
2023년04월07일,1526.74
2023년04월08일,1528.41
2023년04월09일,1529.23
2023년04월10일,1531.87
2023년04월11일,1534.54
2023년04월12일,1536.79
2023년04월13일,1538.99
2023년04월14일,1541.45
2023년04월15일,1542.82
2023년04월16일,1543.61
2023년04월17일,1545.81
2023년04월18일,1547.22
2023년04월19일,1547.54
2023년04월20일,1547.22
2023년04월21일,1546.47
2023년04월22일,1545.18
2023년04월23일,1544.66
2023년04월24일,1544.10
2023년04월25일,1542.47
2023년04월26일,1540.75
2023년04월27일,1538.79
2023년04월28일,1536.21
2023년04월29일,1534.15
2023년04월30일,1533.53
2023년05월01일,1532.25
2023년05월02일,1530.74
2023년05월03일,1527.07
2023년05월04일,1523.50
2023년05월05일,1518.52
2023년05월06일,1516.28
2023년05월07일,1514.91
2023년05월08일,1511.95
2023년05월09일,1506.13
2023년05월10일,1500.50
2023년05월11일,1494.38
2023년05월12일,1488.00
2023년05월13일,1482.61
2023년05월14일,1480.29
2023년05월15일,1475.17
2023년05월16일,1468.11
2023년05월17일,1462.36
2023년05월18일,1457.55
2023년05월19일,1452.05
2023년05월20일,1448.03
2023년05월21일,1446.11
2023년05월22일,1443.05
2023년05월23일,1438.80
2023년05월24일,1435.21
2023년05월25일,1431.79
2023년05월26일,1429.02
2023년05월27일,1425.82
2023년05월28일,1424.71
2023년05월29일,1423.87
2023년05월30일,1422.28
2023년05월31일,1420.03
2023년06월01일,1415.52
2023년06월02일,1412.71
2023년06월03일,1409.89
2023년06월04일,1408.66
2023년06월05일,1407.99
2023년06월06일,1406.22
2023년06월07일,1404.82
2023년06월08일,1402.80
2023년06월09일,1401.31
2023년06월10일,1399.69
2023년06월11일,1398.96
2023년06월12일,1398.40
2023년06월13일,1396.52
2023년06월14일,1394.46
2023년06월15일,1392.98
2023년06월16일,1391.28
2023년06월17일,1389.86
2023년06월18일,1389.19
2023년06월19일,1388.98
2023년06월20일,1387.72
2023년06월21일,1386.45
2023년06월22일,1385.70
2023년06월23일,1385.12
2023년06월24일,1384.07
2023년06월25일,1383.65
2023년06월26일,1383.50
2023년06월27일,1382.90
2023년06월28일,1382.11
2023년06월29일,1381.56
2023년06월30일,1381.17
2023년07월01일,1379.99
2023년07월02일,1379.44
2023년07월03일,1379.61
2023년07월04일,1379.09
2023년07월05일,1378.91
2023년07월06일,1378.61
2023년07월07일,1379.07
2023년07월08일,1379.47
2023년07월09일,1379.53
2023년07월10일,1380.74
2023년07월11일,1381.71
2023년07월12일,1383.34
2023년07월13일,1384.80
2023년07월14일,1387.20
2023년07월15일,1389.39
2023년07월16일,1390.35
2023년07월17일,1392.71
2023년07월18일,1394.77
2023년07월19일,1396.95
2023년07월20일,1399.58
2023년07월21일,1402.10
2023년07월22일,1403.99
2023년07월23일,1404.85
2023년07월24일,1407.77
2023년07월25일,1411.16
2023년07월26일,1415.32
2023년07월27일,1419.93
2023년07월28일,1425.59
2023년07월29일,1431.45
2023년07월30일,1434.38
2023년07월31일,1439.18
2023년08월01일,1450.36
2023년08월02일,1460.58
2023년08월03일,1472.50
2023년08월04일,1484.58
2023년08월05일,1496.74
2023년08월06일,1502.55
2023년08월07일,1512.45
2023년08월08일,1527.48
2023년08월09일,1539.41
2023년08월10일,1548.16
2023년08월11일,1559.17
2023년08월12일,1568.97
2023년08월13일,1573.66
2023년08월14일,1581.61
2023년08월15일,1589.29
2023년08월16일,1595.50
2023년08월17일,1601.41
2023년08월18일,1606.03
2023년08월19일,1609.58
2023년08월20일,1611.37
2023년08월21일,1614.83
2023년08월22일,1618.29
2023년08월23일,1621.28
2023년08월24일,1622.94
2023년08월25일,1624.63
2023년08월26일,1625.98
2023년08월27일,1626.59
2023년08월28일,1628.23
2023년08월29일,1630.41
2023년08월30일,1631.95
2023년08월31일,1632.95
2023년09월01일,1635.25
2023년09월02일,1636.43
2023년09월03일,1637.07
2023년09월04일,1638.62
2023년09월05일,1640.25
2023년09월06일,1642.31
2023년09월07일,1644.66
2023년09월08일,1646.94
2023년09월09일,1648.81
2023년09월10일,1649.90
2023년09월11일,1652.38
2023년09월12일,1655.12
2023년09월13일,1658.12
2023년09월14일,1660.96
2023년09월15일,1664.78
2023년09월16일,1668.01
2023년09월17일,1669.35
2023년09월18일,1672.87
2023년09월19일,1677.59
2023년09월20일,1680.89
2023년09월21일,1683.28
2023년09월22일,1685.66
2023년09월23일,1687.48
2023년09월24일,1688.56
2023년09월25일,1690.88
2023년09월26일,1692.69
2023년09월27일,1694.80
2023년09월28일,1696.81
2023년09월29일,1697.71
2023년09월30일,1698.02
2023년10월01일,1698.67
2023년10월02일,1699.64
2023년10월03일,1699.92
2023년10월04일,1701.16
2023년10월05일,1701.32
2023년10월06일,1700.21
2023년10월07일,1698.57
2023년10월08일,1697.65
2023년10월09일,1697.40
2023년10월10일,1696.84
2023년10월11일,1695.51
2023년10월12일,1694.19
2023년10월13일,1692.61
2023년10월14일,1691.18
2023년10월15일,1690.63
2023년10월16일,1690.58
2023년10월17일,1689.39
2023년10월18일,1688.47
2023년10월19일,1687.55
2023년10월20일,1686.94
2023년10월21일,1686.19
2023년10월22일,1685.83
2023년10월23일,1685.87
2023년10월24일,1684.84
2023년10월25일,1683.72
2023년10월26일,1682.13
2023년10월27일,1680.56
2023년10월28일,1679.05
2023년10월29일,1678.57
2023년10월30일,1678.22
2023년10월31일,1676.81
2023년11월01일,1674.06
2023년11월02일,1671.90
2023년11월03일,1669.63
2023년11월04일,1667.34
2023년11월05일,1666.35
2023년11월06일,1665.02
2023년11월07일,1662.30
2023년11월08일,1659.13
2023년11월09일,1654.42
2023년11월10일,1649.54
2023년11월11일,1644.71
2023년11월12일,1642.90
2023년11월13일,1639.77
2023년11월14일,1634.11
2023년11월15일,1629.52
2023년11월16일,1625.31
2023년11월17일,1620.97
